rot_crop,RCI,n,RCI_unique,RCI_match
Grassland/Pasture-Fallow/Idle Cropland-Grassland/Pasture-Winter Wheat-Corn-Corn,2.45,1,3.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Grassland/Pasture-Winter Wheat-Soybeans-Corn,2.45,1,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Herbaceous Wetlands-Grassland/Pasture-Corn-Corn,4.24,1,4,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Nonag/Undefined-Grassland/Pasture-Grassland/Pasture-Corn,0,1,NA,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Other Small Grains-Grassland/Pasture-Corn-Corn,1.41,2,4,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Other Small Grains-Grassland/Pasture-Grassland/Pasture-Corn,1.41,1,4.24,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Other Small Grains-Grassland/Pasture-Soybeans-Corn,1.41,2,4.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Sorghum-Corn-Grassland/Pasture-Corn,4.24,1,4,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Corn-Corn,4.47,2,3.46,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,4,1,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Dbl Crop WinWht/Soybeans-Corn,5.2,1,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Grassland/Pasture-Corn,2.45,1,4,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Grassland/Pasture-Corn,3.67,1,4,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Grassland/Pasture-Corn,4.24,1,4,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Misc Vegs & Fruits-Corn,0,2,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Soybeans-Corn,2.45,2,3.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Soybeans-Corn,2.74,1,3.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Soybeans-Corn,3.24,1,3.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Soybeans-Corn,3.74,1,3.74,TRUE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Soybeans-Corn,4,26,3.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Soybeans-Corn,4.24,1,3.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Corn-Soybeans-Corn,4.47,7,3.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Dbl Crop WinWht/Soybeans-Grassland/Pasture-Corn,4.74,1,4.74,TRUE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,4,2,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Dbl Crop WinWht/Soybeans-Soybeans-Corn,4.47,1,4.47,TRUE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Developed/Open Space-Developed/Open Space-Corn,1.73,1,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Fallow/Idle Cropland-Grassland/Pasture-Corn,0,1,4,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Fallow/Idle Cropland-Soybeans-Corn,2.74,1,3.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Grassland/Pasture-Corn-Corn,4.24,1,4,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Grassland/Pasture-Grassland/Pasture-Corn,3.67,3,4.24,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Grassland/Pasture-Grassland/Pasture-Corn,4.24,1,4.24,TRUE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Grassland/Pasture-Misc Vegs & Fruits-Corn,0,2,4.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Grassland/Pasture-Soybeans-Corn,4,1,4,TRUE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Grassland/Pasture-Soybeans-Corn,4.74,1,4,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Soybeans-Corn-Corn,4.47,2,3.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4,1,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Corn,4.24,1,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Soybeans-Soybeans-Corn,3,5,3.46,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Soybeans-Soybeans-Corn,3.46,8,3.46,TRUE
Grassland/Pasture-Fallow/Idle Cropland-Soybeans-Winter Wheat-Soybeans-Corn,2.45,1,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Wetlands-Corn-Corn-Corn,1.73,1,3.46,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Wetlands-Grassland/Pasture-Soybeans-Corn,2.45,2,4.74,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Winter Wheat-Corn-Soybeans-Corn,1.41,1,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Winter Wheat-Corn-Soybeans-Corn,5.2,1,4.47,FALSE
Grassland/Pasture-Fallow/Idle Cropland-Winter Wheat-Soybeans-Soybeans-Corn,1.73,1,4.47,FALSE
Grassland/Pasture-Forest-Alfalfa-Grassland/Pasture-Grassland/Pasture-Corn,4.74,1,4.24,FALSE
Grassland/Pasture-Forest-Alfalfa-Grassland/Pasture-Soybeans-Corn,4.24,1,4.74,FALSE
Grassland/Pasture-Forest-Clouds/No Data -Forest-Deciduous Forest-Corn,4,1,NA,FALSE
Grassland/Pasture-Forest-Clouds/No Data -Grassland/Pasture-Deciduous Forest-Corn,0,1,NA,FALSE
Grassland/Pasture-Forest-Clouds/No Data -Grassland/Pasture-Grassland/Pasture-Corn,0,1,NA,FALSE
Grassland/Pasture-Forest-Clouds/No Data -Grassland/Pasture-Soybeans-Corn,4.24,1,NA,FALSE
Grassland/Pasture-Forest-Clouds/No Data -Soybeans-Deciduous Forest-Corn,0,1,NA,FALSE
Grassland/Pasture-Forest-Corn-Corn-Corn-Corn,1.41,2,2.45,FALSE
Grassland/Pasture-Forest-Corn-Corn-Corn-Corn,3.46,1,2.45,FALSE
Grassland/Pasture-Forest-Corn-Corn-Soybeans-Corn,0,2,3.74,FALSE
Grassland/Pasture-Forest-Corn-Corn-Soybeans-Corn,1.41,1,3.74,FALSE
Grassland/Pasture-Forest-Corn-Corn-Soybeans-Corn,2.45,4,3.74,FALSE
Grassland/Pasture-Forest-Corn-Corn-Soybeans-Corn,4.74,1,3.74,FALSE
Grassland/Pasture-Forest-Corn-Deciduous Forest-Corn-Corn,1.41,1,3.74,FALSE
Grassland/Pasture-Forest-Corn-Deciduous Forest-Corn-Corn,4.47,1,3.74,FALSE
Grassland/Pasture-Forest-Corn-Deciduous Forest-Soybeans-Corn,1.41,1,4.74,FALSE
Grassland/Pasture-Forest-Corn-Developed/Open Space-Developed/Open Space-Corn,1.73,1,4,FALSE
Grassland/Pasture-Forest-Corn-Forest-Corn-Corn,3.24,1,3,FALSE
Grassland/Pasture-Forest-Corn-Grassland/Pasture-Corn-Corn,1.41,1,3.24,FALSE
Grassland/Pasture-Forest-Corn-Grassland/Pasture-Grassland/Pasture-Corn,0,3,3.67,FALSE
Grassland/Pasture-Forest-Corn-Grassland/Pasture-Grassland/Pasture-Corn,1.41,1,3.67,FALSE
Grassland/Pasture-Forest-Corn-Grassland/Pasture-Grassland/Pasture-Corn,4.24,1,3.67,FALSE
Grassland/Pasture-Forest-Corn-Herbaceous Wetlands-Corn-Corn,2.45,1,3.74,FALSE
Grassland/Pasture-Forest-Corn-Soybeans-Corn-Corn,2.45,1,3.74,FALSE
Grassland/Pasture-Forest-Corn-Soybeans-Deciduous Forest-Corn,0,1,4.74,FALSE
Grassland/Pasture-Forest-Corn-Soybeans-Soybeans-Corn,0,1,4,FALSE
Grassland/Pasture-Forest-Corn-Woody Wetlands-Winter Wheat-Corn,2.45,1,4.74,FALSE
Grassland/Pasture-Forest-Dbl Crop WinWht/Soybeans-Soybeans-Soybeans-Corn,1.41,1,4.47,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Corn-Corn-Corn,1.73,3,3.46,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Corn-Corn-Corn,4,2,3.46,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Corn-Deciduous Forest-Corn,2.45,1,3.74,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Corn-Deciduous Forest-Corn,4.74,1,3.74,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Corn-Grassland/Pasture-Corn,2.45,1,4,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Corn-Grassland/Pasture-Corn,4,1,4,TRUE
Grassland/Pasture-Forest-Deciduous Forest-Corn-Soybeans-Corn,2.45,3,4.47,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Corn-Soybeans-Corn,4.47,1,4.47,TRUE
Grassland/Pasture-Forest-Deciduous Forest-Corn-Soybeans-Corn,4.74,2,4.47,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Deciduous Forest-Deciduous Forest-Corn,1.73,3,3.46,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Deciduous Forest-Deciduous Forest-Corn,2.74,1,3.46,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Corn,3.46,1,4.74,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Grassland/Pasture-Grassland/Pasture-Corn,2,1,4.24,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Soybeans-Corn-Corn,2.45,1,4.47,FALSE
Grassland/Pasture-Forest-Deciduous Forest-Soybeans-Corn-Corn,4.47,1,4.47,TRUE
Grassland/Pasture-Forest-Deciduous Forest-Winter Wheat-Soybeans-Corn,2.45,1,5.2,FALSE
Grassland/Pasture-Forest-Developed/Open Space-Grassland/Pasture-Soybeans-Corn,2.45,1,4.74,FALSE
Grassland/Pasture-Forest-Fallow/Idle Cropland-Corn-Corn-Corn,0,1,3.46,FALSE
Grassland/Pasture-Forest-Fallow/Idle Cropland-Grassland/Pasture-Corn-Corn,0,2,4,FALSE
Grassland/Pasture-Forest-Fallow/Idle Cropland-Grassland/Pasture-Soybeans-Corn,1.41,1,4.74,FALSE
Grassland/Pasture-Forest-Forest-Corn-Soybeans-Corn,1.41,1,3.74,FALSE
Grassland/Pasture-Forest-Forest-Deciduous Forest-Corn-Corn,1.41,2,3.74,FALSE
Grassland/Pasture-Forest-Forest-Grassland/Pasture-Grassland/Pasture-Corn,3,1,3.46,FALSE
Grassland/Pasture-Forest-Forest-Soybeans-Corn-Corn,0,1,3.74,FALSE
Grassland/Pasture-Forest-Forest-Soybeans-Deciduous Forest-Corn,4,1,4.47,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Alfalfa-Deciduous Forest-Corn,0,1,4.47,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Alfalfa-Grassland/Pasture-Corn,4.47,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Corn-Corn,1.41,2,2.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Corn-Corn,1.73,1,2.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Corn-Corn,3.24,1,2.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Corn-Corn,4,2,2.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Dbl Crop WinWht/Soybeans-Corn,0,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Dbl Crop WinWht/Soybeans-Corn,1.41,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Deciduous Forest-Corn,0,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Deciduous Forest-Corn,3.74,1,3.74,TRUE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Deciduous Forest-Corn,4.47,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Grassland/Pasture-Corn,2.45,2,3,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Soybeans-Corn,0,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Soybeans-Corn,1.41,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Soybeans-Corn,2.45,7,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Soybeans-Corn,3.24,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Soybeans-Corn,4,3,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Soybeans-Corn,4.74,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Corn-Winter Wheat-Corn,4.74,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Deciduous Forest-Corn-Corn,1.41,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Deciduous Forest-Corn-Corn,4,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Deciduous Forest-Grassland/Pasture-Corn,1.41,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Deciduous Forest-Soybeans-Corn,1.41,5,4.47,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Deciduous Forest-Soybeans-Corn,4,1,4.47,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Developed/Open Space-Soybeans-Corn,1.41,1,4.47,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Forest-Deciduous Forest-Corn,3.74,1,3.74,TRUE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Corn-Corn,1.41,1,3.24,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Corn-Corn,2.45,2,3.24,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Corn-Corn,3.46,1,3.24,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Deciduous Forest-Corn,0,3,4,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Deciduous Forest-Corn,1.41,1,4,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Deciduous Forest-Corn,3.24,1,4,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Deciduous Forest-Corn,3.46,1,4,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Deciduous Forest-Corn,4,3,4,TRUE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,0,5,3.24,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,1.41,4,3.24,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,2,9,3.24,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,2.45,1,3.24,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,2.65,2,3.24,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,3,1,3.24,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,3.24,3,3.24,TRUE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Grassland/Pasture-Corn,3.46,1,3.24,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,0,1,4,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,1.41,1,4,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,2.45,1,4,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Soybeans-Corn,3.46,1,4,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Grassland/Pasture-Winter Wheat-Corn,1.41,1,4,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Other Small Grains-Grassland/Pasture-Corn,0,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Soybeans-Corn-Corn,2.45,1,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Soybeans-Corn-Corn,4,2,3.74,FALSE
Grassland/Pasture-Forest-Grassland/Pasture-Soybeans-Deciduous Forest-Corn,4.47,1,4.47,TRUE
Grassland/Pasture-Forest-Grassland/Pasture-Soybeans-Grassland/Pasture-Corn,2.45,1,3.74,FALSE
Grassland/Pasture-Forest-Herbaceous Wetlands-Herbaceous Wetlands-Herbaceous Wetlands-Corn,1.73,2,3.46,FALSE
Grassland/Pasture-Forest-Nonag/Undefined-Corn-Soybeans-Corn,0,1,NA,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Corn-Corn,1.41,1,3.46,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Corn-Corn,1.73,1,3.46,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Corn-Corn,4,1,3.46,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Deciduous Forest-Corn,0,4,4.47,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Deciduous Forest-Corn,4,1,4.47,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Grassland/Pasture-Corn,0,2,4,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Grassland/Pasture-Corn,4.24,1,4,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Soybeans-Corn,0,9,3.74,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Soybeans-Corn,1.41,5,3.74,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Soybeans-Corn,2.45,3,3.74,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Soybeans-Corn,4,9,3.74,FALSE
Grassland/Pasture-Forest-Soybeans-Corn-Soybeans-Corn,4.74,1,3.74,FALSE
Grassland/Pasture-Forest-Soybeans-Deciduous Forest-Soybeans-Corn,1.41,2,4.47,FALSE
Grassland/Pasture-Forest-Soybeans-Forest-Deciduous Forest-Corn,0,3,4.47,FALSE
Grassland/Pasture-Forest-Soybeans-Grassland/Pasture-Corn-Corn,4.24,1,4,FALSE
Grassland/Pasture-Forest-Soybeans-Grassland/Pasture-Dbl Crop WinWht/Soybeans-Corn,0,1,4.74,FALSE
Grassland/Pasture-Forest-Soybeans-Grassland/Pasture-Deciduous Forest-Corn,0,3,4.74,FALSE
Grassland/Pasture-Forest-Soybeans-Grassland/Pasture-Deciduous Forest-Corn,4.74,1,4.74,TRUE
Grassland/Pasture-Forest-Soybeans-Grassland/Pasture-Grassland/Pasture-Corn,3.67,1,4.24,FALSE
Grassland/Pasture-Forest-Soybeans-Grassland/Pasture-Soybeans-Corn,0,2,4,FALSE
Grassland/Pasture-Forest-Soybeans-Grassland/Pasture-Soybeans-Corn,2.45,1,4,FALSE
Grassland/Pasture-Forest-Soybeans-Grassland/Pasture-Soybeans-Corn,3.24,1,4,FALSE
Grassland/Pasture-Forest-Soybeans-Grassland/Pasture-Soybeans-Corn,3.46,1,4,FALSE
Grassland/Pasture-Forest-Soybeans-Grassland/Pasture-Soybeans-Corn,4,1,4,TRUE
Grassland/Pasture-Forest-Soybeans-Soybeans-Dbl Crop WinWht/Soybeans-Corn,1.41,1,4.47,FALSE
Grassland/Pasture-Forest-Soybeans-Soybeans-Grassland/Pasture-Corn,0,1,4,FALSE
Grassland/Pasture-Forest-Soybeans-Soybeans-Soybeans-Corn,0,1,3.46,FALSE
Grassland/Pasture-Forest-Soybeans-Soybeans-Soybeans-Corn,1.73,1,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Alfalfa-Corn,1.41,1,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Alfalfa-Corn,2,2,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Alfalfa-Corn,2.24,2,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Alfalfa-Corn,2.65,3,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Alfalfa-Corn,2.83,3,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Alfalfa-Corn,3.24,4,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Alfalfa-Corn,3.46,16,3.46,TRUE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Alfalfa-Corn,4,2,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Corn-Corn,0,1,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Corn-Corn,3,2,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Corn-Corn,3.46,4,3.46,TRUE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Corn-Corn,3.67,16,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Corn-Corn,4,1,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Corn-Corn,4.24,14,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Dbl Crop WinWht/Soybeans-Corn,3,1,4.24,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Dbl Crop WinWht/Soybeans-Corn,4,1,4.24,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Grassland/Pasture-Corn,0,8,3.67,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Grassland/Pasture-Corn,1.41,2,3.67,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Grassland/Pasture-Corn,2.45,2,3.67,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Grassland/Pasture-Corn,2.83,3,3.67,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Grassland/Pasture-Corn,3,6,3.67,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Grassland/Pasture-Corn,3.24,1,3.67,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Grassland/Pasture-Corn,3.46,1,3.67,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Grassland/Pasture-Corn,3.67,25,3.67,TRUE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Grassland/Pasture-Corn,4.24,6,3.67,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Other Hay/Non Alfalfa-Corn,4,1,4.24,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Sod/Grass Seed-Corn,4.24,1,4.24,TRUE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Soybeans-Corn,0,1,4.24,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Soybeans-Corn,3,2,4.24,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Soybeans-Corn,3.46,2,4.24,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Soybeans-Corn,3.67,4,4.24,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Soybeans-Corn,4,2,4.24,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Soybeans-Corn,4.24,7,4.24,TRUE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Winter Wheat-Corn,3.46,2,4.24,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Alfalfa-Winter Wheat-Corn,4.74,1,4.24,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Alfalfa-Corn,3.24,1,3.24,TRUE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,0,2,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,1.41,8,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,1.73,1,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,2.74,1,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,3.24,12,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,3.46,8,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,3.74,2,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,4,17,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,4.24,3,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,4.47,1,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Corn-Corn,4.74,2,3,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Dbl Crop WinWht/Soybeans-Corn,2.45,1,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Deciduous Forest-Corn,4.24,1,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Grassland/Pasture-Corn,1.41,2,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Grassland/Pasture-Corn,2.45,2,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Grassland/Pasture-Corn,3.46,4,3.46,TRUE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Grassland/Pasture-Corn,3.67,1,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Grassland/Pasture-Corn,4.24,1,3.46,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Soybeans-Corn,0,1,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Soybeans-Corn,1.41,7,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Soybeans-Corn,2.45,1,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Soybeans-Corn,3.46,4,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Soybeans-Corn,4,11,4,TRUE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Soybeans-Corn,4.24,15,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Soybeans-Corn,4.47,3,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Soybeans-Corn,4.74,10,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Winter Wheat-Corn,1.41,1,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Corn-Winter Wheat-Corn,4.24,1,4,FALSE
Grassland/Pasture-Grassland/Pasture-Alfalfa-Dbl Crop WinWht/Soybeans-Dbl Crop WinWht/Soybeans-Corn,2.74,1,4,FALSE
